LINK_ID,LENGTH
2340007900.0,109.424096893931
2340008000.0,110.812892738349
2340010104.0,209.136394626897
2340010105.0,118.178057268992
2340010106.0,214.762608985549
2340010107.0,40.767232496068
2340010108.0,301.975750858807
2340010109.0,76.037366281628
2340010204.0,116.404416517165
2340010205.0,206.115474358958
2340010206.0,41.075857182163
2340010207.0,220.129376456333
2340010208.0,78.944831037163
2340010209.0,297.931633719947
2340015504.0,125.769046323309
2340015505.0,178.775980240214
2340015506.0,322.759959670366
2340015507.0,483.758855731761
2340015508.0,112.229994987627
2340015510.0,28.715202537788
2340015511.0,23.814874244879
2340015513.0,42.459875329021
2340015516.0,223.907133997884
2340015604.0,131.951665807348
2340015605.0,178.938299596545
2340015606.0,325.648007684782
2340015607.0,484.215161891644
2340015608.0,112.55782814647
2340015610.0,30.305655289638
2340015611.0,21.812269775288
2340015613.0,40.596135253024
2340015616.0,218.514467916929
2340016902.0,223.540943893675
2340016903.0,58.952097743377
2340016904.0,18.492557887939
2340016905.0,163.501847199241
2340016906.0,190.60646115138
2340016907.0,65.844782388854
2340017002.0,222.330328849229
2340017003.0,59.91475553613
2340017003.0,59.91475553613001
2340017004.0,17.488127560819
2340017005.0,165.041286251537
2340017006.0,186.12088379912
2340017007.0,65.440889510026
2340017902.0,48.280475926329
2340017903.0,217.062109770208
2340017904.0,84.892284609694
2340017905.0,29.0495562865
2340017906.0,100.640198852301
2340017907.0,211.216276175212
2340018002.0,47.555194858771
2340018003.0,219.609576713698
2340018004.0,84.364097998768
2340018005.0,28.235381534685
2340018006.0,100.610863436945
2340018007.0,211.766666468101
2340020301.0,298.363948620745
2340020302.0,243.195519126384
2340020401.0,301.89649869623
2340020402.0,235.054835581673
2340021300.0,510.169480006411
2340022800.0,338.935005091906
2340027302.0,700.592759640621
2340027303.0,83.376278050589
2340027304.0,664.470774542541
2340027402.0,695.646063611652
2340027403.0,84.904173231574
2340027405.0,657.198146489066
2340031901.0,340.194079721977
2340031901.0,340.19407972197706
2340031902.0,948.948752654437
2340032001.0,346.664822571818
2340032002.0,949.143852068865
2340032901.0,187.037185891509
2340032901.0,187.03718589150898
2340032902.0,166.998078588564
2340032902.0,166.99807858856397
2340033001.0,188.601859921241
2340033001.0,188.60185992124102
2340033002.0,168.65025243444
2340088300.0,30.481131652443
2340088400.0,31.41629439597
2340131100.0,701.698292475143
2340131200.0,693.787577237744
2340134500.0,405.947490761607
2340134500.0,405.94749076160707
2340134600.0,407.701015578772
2340136900.0,21.58227405055
2340137000.0,20.963026089671
2340137300.0,346.099148711432
2340137400.0,350.722869834686
2340137400.0,350.7228698346859
2340138300.0,25.024485149891
2340138400.0,25.755516224945
2340138700.0,273.295942308986
2340138800.0,272.35319547494
2340139000.0,208.608563563673
2340139100.0,192.686705034371
2340139200.0,296.227794444544
2340139300.0,278.196557098562
2340139400.0,253.662089642255
2340139500.0,247.646861755345
2340146700.0,61.255273016478
2340146800.0,57.078820668936
2340146900.0,116.987723203554
2340147000.0,111.758569699607
2340147000.0,111.75856969960698
2340215300.0,882.894732622792
2340215400.0,821.478298625998
2340216300.0,272.122679849847
2340216500.0,255.664112642625
2340216600.0,825.279151468226
2340216700.0,846.907009490184
2340216700.0,846.9070094901841
2340216800.0,868.71638854915
2340217000.0,745.3222831795
2340219900.0,150.298895307542
2340219900.0,150.29889530754204
2340220000.0,235.303383212744
2340220100.0,231.372859137402
2340220200.0,144.421017317489
2340221300.0,231.32920808382
2340221400.0,199.178861651369
2340221600.0,235.225958438752
2340222100.0,248.216781180297
2340222200.0,256.471038526199
2340230100.0,133.269079847335
2340230200.0,132.929961047901
2340231100.0,86.606389300049
2340231200.0,92.297951730444
2340231300.0,238.322827807202
2340231400.0,216.803630890384
2340231400.0,216.80363089038397
2340568200.0,135.898449918573
2340568300.0,140.125211234461
2340571000.0,410.718427325113
2340571000.0,410.71842732511294
2340571100.0,391.451237553855
2340571100.0,391.4512375538549
2340574600.0,23.159477736297
2340574700.0,23.159574463716
2340575000.0,72.772722795821
2340575100.0,72.77272279492
2340575200.0,98.820629103591
2340575300.0,98.820629104492
2340575800.0,171.593351899407
2340575900.0,171.593351899407
2340592400.0,145.899545008916
2340592500.0,146.080404429373
2340592600.0,129.215869450786
2340592700.0,129.110533110381
2340606800.0,328.086188961412
2340606900.0,330.659189343221
2340611901.0,479.98718412448
2340611901.0,479.98718412448005
2340612001.0,485.427924955306
2340612101.0,446.463195112682
2340612201.0,445.726691310122
2340612501.0,763.737387097944
2340621201.0,547.330668423509
2340621701.0,419.081811629998
2340621701.0,419.08181162999807
2340622301.0,387.4283254477
2340622401.0,327.614442941204
2340622501.0,42.458441904771
2340622601.0,428.54795261444605
2340622601.0,428.547952614446
2340622701.0,415.071517733888
2340622701.0,415.0715177338881
2340622801.0,178.404627672738
2340622801.0,178.40462767273797
2340622901.0,150.760161310754
2340623001.0,152.934795662661
2340623101.0,187.15817118565
2340623201.0,187.787679290835
2340623201.0,187.78767929083497
